Unnamed: 0,letter,xbox,ybox,width,height,onpix,xbar,ybar,x2bar,y2bar,xybar,x2ybar,xy2bar,xedge,xedgeycor,yedge,yedgexcor
897,R,2,4,3,2,2,7,8,5,4,6,6,6,2,7,4,8
452,A,3,9,5,7,4,11,4,1,2,8,3,9,4,5,3,8
1101,P,8,11,6,6,3,9,7,6,4,13,3,6,5,9,4,8
1775,R,4,5,5,4,4,8,8,4,5,9,5,7,3,6,4,10
1116,P,9,14,7,7,3,8,8,7,4,14,3,5,5,9,4,7
1074,P,4,7,5,6,3,5,12,5,5,11,9,3,0,9,4,6
1476,B,4,6,4,4,3,6,7,8,6,7,6,6,2,8,9,10
617,R,2,4,4,3,2,9,7,3,4,9,4,7,2,7,3,10
415,B,4,10,6,8,6,8,7,4,7,5,6,6,6,8,6,10
1799,R,4,7,5,5,3,6,10,9,5,7,5,8,2,8,5,10
1550,P,4,7,6,5,4,6,12,5,3,12,5,1,1,10,3,8
963,A,2,7,4,4,1,7,6,3,1,6,0,8,2,6,1,8
348,P,2,1,2,1,1,5,10,7,2,9,6,4,1,9,3,9
1327,R,4,5,5,4,3,9,7,4,5,9,4,7,3,7,4,10
416,A,4,4,6,6,2,6,8,3,0,6,0,8,2,7,1,7
144,B,3,7,5,6,7,7,7,5,4,7,6,7,6,9,7,7
1041,R,5,11,6,8,7,5,9,8,3,7,5,8,2,8,5,11
512,P,3,3,5,2,2,7,10,3,4,11,4,3,1,10,3,8
726,R,4,4,5,5,3,5,12,8,5,6,3,9,3,7,6,11
1076,A,5,12,5,6,5,11,2,4,2,11,4,11,5,5,5,10
28,R,4,8,7,7,8,9,8,4,4,7,4,8,6,7,6,4
1348,B,4,8,6,7,5,8,7,6,6,9,6,6,3,8,7,8
1569,P,4,7,5,5,5,6,10,5,5,10,8,3,0,10,4,5
574,P,2,1,3,1,1,5,11,8,2,9,5,4,1,9,3,8
1213,A,2,4,4,2,2,9,2,2,2,9,2,8,2,6,2,8
1311,R,1,0,2,1,1,5,9,7,3,7,5,7,2,7,4,10
27,A,2,7,4,4,2,8,3,2,2,7,1,8,2,7,3,7
208,B,4,7,6,6,5,8,7,5,6,9,6,6,2,9,7,8
141,R,2,4,4,3,3,8,7,5,4,8,5,7,3,7,4,11
1027,P,4,9,4,5,2,3,14,7,1,12,7,3,0,10,4,8
880,P,5,5,6,7,3,4,12,9,2,10,6,4,1,10,4,8
783,P,5,9,7,7,4,9,7,3,6,13,4,5,5,10,5,10
759,B,5,9,7,7,6,7,9,5,6,10,6,6,3,8,7,8
136,A,3,2,4,4,1,7,6,3,0,7,0,8,2,7,1,7
2083,B,0,0,1,0,1,7,8,6,4,7,6,8,1,8,6,8
1219,P,6,9,5,4,2,6,10,6,3,11,5,5,5,9,4,8
1337,R,5,9,6,5,4,9,7,5,6,10,2,6,5,5,5,6
288,R,6,11,9,8,7,7,8,5,7,7,5,6,3,6,6,9
1865,A,4,11,6,8,4,13,3,3,3,9,1,9,2,6,3,8
1461,A,3,10,5,7,2,8,6,3,1,7,0,8,3,7,1,8
515,P,5,10,8,8,5,8,9,5,5,12,4,3,2,10,4,8
1829,R,2,1,3,2,1,7,8,4,5,6,5,7,2,7,4,9
2074,P,8,14,7,8,4,5,10,6,3,12,5,4,4,10,4,8
755,R,3,9,4,6,4,5,10,8,3,7,4,8,3,7,6,11
392,A,9,13,9,8,4,10,0,3,2,10,4,12,3,5,4,8
610,A,4,8,8,6,4,9,5,2,5,9,1,6,2,6,3,8
865,B,5,10,8,7,8,9,6,3,6,9,5,7,2,8,6,10
894,B,4,6,4,8,4,6,7,10,7,7,6,7,3,8,9,10
1482,A,3,2,5,4,2,8,2,2,2,7,3,8,2,8,2,7
1434,B,2,4,4,2,3,9,7,2,6,11,5,7,4,7,5,9
220,B,1,3,1,2,2,8,6,2,4,10,5,7,2,8,2,9
714,R,3,7,4,5,4,7,8,5,6,6,5,6,3,7,5,8
308,A,2,6,3,4,2,13,4,3,2,10,1,10,2,6,0,8
760,A,3,8,5,6,3,9,3,2,4,9,1,9,2,6,2,8
895,A,1,1,2,1,0,7,4,2,0,7,1,8,2,7,1,8
327,A,6,11,5,5,3,9,4,3,3,7,4,11,5,5,5,7
2024,A,3,10,5,7,3,11,3,2,2,9,2,10,3,7,3,8
1684,A,5,11,7,7,4,8,4,2,3,7,1,8,2,7,3,7
1900,B,4,10,4,8,4,6,6,9,6,5,6,7,2,8,9,11
2059,A,3,6,5,4,3,8,5,2,4,8,2,5,2,6,2,7
735,P,1,7,3,4,1,3,13,8,2,12,7,3,0,10,2,8
676,A,3,4,5,3,2,8,2,2,2,7,2,8,2,6,3,7
1091,P,2,5,3,3,2,4,10,3,4,9,8,4,0,10,3,7
627,P,5,7,5,5,3,7,10,6,4,11,5,4,1,10,3,8
1159,B,10,14,9,8,8,9,7,4,5,9,6,8,8,8,10,8
62,R,6,12,7,8,5,9,8,4,6,10,3,7,2,7,4,11
1657,R,6,9,5,4,3,10,6,5,5,10,2,8,6,6,3,9
478,P,4,6,6,4,2,7,10,3,4,13,6,3,1,11,2,9
1223,B,2,3,4,1,2,9,7,2,5,11,5,7,2,8,4,9
507,P,6,11,9,8,7,9,8,3,5,13,5,5,3,9,4,9
623,P,8,9,6,5,3,7,10,6,5,14,5,4,4,10,4,7
1066,P,3,9,5,7,5,5,7,6,4,8,7,9,3,9,7,10
2054,R,4,9,6,8,6,7,6,4,5,6,5,7,3,7,5,9
1915,A,3,6,5,8,2,7,5,3,1,7,0,8,3,7,2,8
1797,R,3,10,4,7,3,6,9,10,5,7,5,8,3,7,5,11
1008,A,2,8,4,5,1,8,6,3,1,7,0,8,2,7,1,8
92,P,6,9,6,4,4,8,9,5,3,10,4,5,5,10,5,6
245,R,5,9,6,5,5,9,7,4,6,9,4,7,4,7,5,10
322,R,2,5,4,3,3,9,7,4,5,9,4,7,3,7,4,9
700,B,4,11,5,6,5,8,7,3,4,9,6,7,6,7,9,7
653,R,1,1,2,1,1,6,9,6,3,7,5,8,2,7,4,10
408,P,4,6,5,4,4,7,5,6,5,7,6,9,6,7,4,8
2041,P,2,4,5,2,2,8,9,3,5,13,4,3,1,10,3,8
123,P,5,10,7,8,6,5,10,4,5,11,9,4,1,10,4,7
106,R,4,8,6,6,7,9,9,3,5,5,7,8,7,9,7,7
256,R,8,10,6,5,3,10,5,5,5,9,3,9,6,6,6,11
71,B,4,8,5,5,5,8,9,4,6,10,5,5,2,8,7,9
164,A,3,5,6,4,2,8,2,1,2,8,1,8,2,7,2,7
399,P,7,10,6,4,3,5,11,4,2,13,5,4,4,9,4,8
131,R,3,4,4,3,1,9,7,2,6,10,3,6,2,7,4,10
837,R,2,2,4,4,3,7,7,5,5,6,5,6,3,7,4,8
206,R,4,11,7,8,6,7,9,5,7,6,5,7,2,6,5,9
111,P,11,15,9,8,4,7,9,6,5,14,3,4,5,10,4,8
725,A,3,7,5,4,2,7,4,3,1,6,2,8,3,6,2,7
801,R,1,0,2,1,0,6,9,7,3,7,5,8,2,7,4,12
2164,P,8,15,8,8,4,6,10,6,4,14,5,4,4,10,4,8
681,A,2,1,3,1,1,7,3,1,0,7,2,8,3,6,1,8
846,B,7,10,9,8,8,10,6,3,7,10,3,7,5,7,6,11
121,R,5,10,8,8,9,6,7,3,4,6,7,9,7,11,9,5
1477,B,4,9,6,6,6,7,8,6,4,6,4,6,4,8,6,6
1351,P,2,3,3,2,2,6,10,6,2,11,5,4,0,9,2,9
34,P,2,7,4,6,3,4,10,5,4,11,8,4,1,10,3,7
495,R,4,8,4,5,4,6,8,9,4,7,5,8,2,7,5,11
825,R,2,1,3,2,3,7,8,4,5,7,5,6,6,6,3,8
2095,P,3,5,4,4,3,5,10,4,4,11,8,4,1,10,3,7
1112,P,2,3,5,2,2,7,10,3,5,12,4,3,1,10,2,8
366,A,3,9,5,7,3,12,3,4,3,11,1,9,2,6,3,9
1046,B,7,11,9,8,7,10,6,4,7,9,4,7,2,7,6,12
1709,A,3,5,6,3,3,11,1,2,2,10,2,9,2,7,3,9
1733,R,4,11,7,8,5,11,6,3,7,11,1,5,6,7,4,10
289,R,3,8,4,5,2,5,11,8,3,7,3,8,3,7,6,11
123,B,3,7,4,5,3,6,7,8,6,7,6,7,2,8,8,10
1523,P,2,4,3,3,2,5,10,4,4,10,8,3,1,11,3,6
54,R,4,10,5,7,3,4,12,9,4,7,2,9,3,7,6,11
1075,A,3,7,3,5,2,9,3,3,2,9,1,8,2,6,2,7
1402,B,5,11,6,8,5,6,8,9,8,7,5,7,2,9,9,10
382,B,3,2,4,3,3,8,7,5,6,8,7,5,5,8,5,10
1745,P,2,4,2,2,2,5,10,4,4,10,8,4,1,10,3,7
902,P,2,2,3,2,2,5,9,4,4,9,7,4,1,10,2,7
697,R,3,10,4,7,3,6,9,11,5,7,5,8,3,8,5,10
855,A,8,15,6,8,4,8,3,3,2,7,4,11,5,6,4,7
774,A,2,7,4,4,2,7,4,3,2,6,1,8,3,6,2,7
546,R,3,6,5,5,5,6,7,5,5,6,5,8,3,6,4,8
1016,B,5,11,7,9,7,8,7,7,7,7,6,5,3,8,8,10
829,P,6,7,8,9,10,9,9,3,2,6,8,7,6,10,6,4
1944,R,9,13,8,7,5,7,7,5,5,10,3,9,7,6,7,11
1094,P,4,10,5,8,5,4,10,4,5,11,9,5,1,10,3,7
1646,P,2,1,2,1,1,5,11,7,1,8,6,4,1,9,3,8
271,A,1,2,3,2,1,6,2,2,1,6,3,7,1,6,1,6
1001,R,3,7,5,5,5,5,8,3,4,6,5,9,4,7,6,5
920,B,4,5,5,8,4,6,7,10,7,7,6,7,2,8,9,9
576,A,4,7,6,6,4,8,3,2,2,6,1,7,2,6,2,7
1277,A,6,10,6,6,3,12,0,4,1,11,4,12,4,4,3,11
1743,P,7,10,9,8,7,6,11,5,4,12,5,3,1,10,4,9
1486,B,4,10,6,8,6,9,7,3,5,10,4,6,2,8,5,9
202,R,3,7,3,5,3,6,10,7,3,7,5,8,2,7,5,11
600,A,3,7,5,5,4,8,5,2,3,7,2,6,2,5,3,7
1123,B,1,1,1,1,1,7,7,7,6,6,6,7,1,8,6,9
803,P,4,5,7,7,6,8,10,2,3,8,9,5,6,10,5,5
210,R,3,4,4,5,2,6,10,9,4,7,4,8,2,6,5,9
851,P,1,1,2,1,1,5,10,7,2,10,6,4,1,9,3,8
1503,P,3,9,3,5,2,3,14,7,2,12,7,3,0,10,3,8
2069,P,4,9,4,6,4,4,12,7,1,10,6,4,1,10,3,8
224,A,2,4,4,4,1,8,2,3,2,7,2,8,2,6,2,7
399,A,4,10,6,8,3,10,3,2,4,9,1,8,2,8,4,9
623,P,4,9,4,7,4,5,10,9,3,9,6,5,0,10,3,8
1095,P,5,9,7,6,5,8,8,3,5,13,5,5,3,9,3,8
2096,A,3,2,7,4,3,8,1,1,2,7,2,8,2,7,3,7
800,P,3,4,4,5,2,4,13,8,2,11,6,3,1,10,4,8
508,P,6,12,5,6,4,9,8,4,3,12,4,4,4,11,5,6
137,R,3,7,5,5,5,6,7,3,3,6,6,9,5,9,7,5
1835,R,4,7,4,4,4,6,10,7,2,7,4,9,1,7,5,11
101,P,3,5,6,4,3,7,10,4,3,12,4,3,2,10,2,8
653,R,5,8,5,6,4,8,8,5,7,6,4,7,3,6,5,8
1448,R,6,10,5,6,3,7,6,5,4,9,4,9,6,5,6,11
236,A,3,8,5,6,3,9,2,2,4,8,2,8,2,6,3,7
342,R,5,11,7,8,7,9,8,3,5,10,4,7,5,5,4,10
214,P,4,6,5,9,8,8,9,4,1,7,7,6,5,10,6,7
1292,R,6,9,8,7,8,8,6,7,3,8,5,6,4,6,7,10
370,A,3,7,4,4,3,12,3,2,2,10,2,9,2,6,3,8
1980,B,5,8,7,5,5,8,6,6,6,9,6,7,3,9,6,11
1901,A,3,5,4,4,2,8,2,2,2,7,2,8,2,6,3,7
487,B,4,8,6,6,8,8,7,5,3,7,7,6,6,11,8,9
675,B,5,9,6,7,6,6,8,9,8,7,5,7,2,8,9,9
1411,A,4,9,6,6,2,8,4,3,2,7,2,8,3,6,3,8
683,P,3,2,4,3,3,6,9,4,4,9,7,4,1,10,4,7
655,A,3,7,5,5,3,10,5,1,2,8,3,10,2,4,2,7
676,A,6,8,8,7,7,6,7,3,5,7,8,10,8,11,4,7
1836,R,5,11,7,9,5,8,9,5,6,8,4,9,4,6,6,11
480,A,3,4,5,3,2,10,2,2,1,9,2,9,2,6,2,8
1949,B,6,9,5,6,5,8,8,3,5,9,5,7,6,5,7,6
1704,B,5,11,5,8,4,6,8,11,7,7,5,7,2,8,9,9
1515,R,2,3,3,2,2,8,8,4,5,8,5,7,2,7,4,10
1177,B,6,11,8,8,7,9,7,4,7,10,4,6,3,8,6,10
491,A,3,6,5,4,2,11,3,2,2,9,2,9,2,6,3,9
467,A,2,1,4,2,3,7,2,2,2,7,2,8,2,7,3,7
857,R,8,10,6,6,4,6,8,5,5,9,6,9,8,6,7,11
1693,R,3,8,3,5,2,6,10,9,4,7,4,8,3,7,5,11
227,R,4,3,4,4,2,6,9,8,4,6,5,8,2,8,5,10
672,A,5,7,6,5,3,10,1,3,3,9,2,8,3,6,4,9
1162,B,7,9,9,9,7,9,7,4,7,10,5,6,2,8,6,10
591,R,4,10,5,7,3,4,11,8,4,7,3,9,3,7,6,11
234,B,6,9,8,6,7,9,8,3,6,10,6,5,3,7,5,8
1781,B,4,9,4,4,3,9,6,3,4,9,5,9,6,8,7,9
571,B,2,3,4,2,2,6,7,3,5,11,6,6,2,8,5,8
11,R,4,8,6,6,5,10,7,1,5,11,2,7,3,7,3,10
615,P,3,7,3,4,2,4,10,9,3,9,6,5,2,10,3,8
744,R,10,15,8,8,5,9,7,7,5,10,2,9,7,5,6,10
1825,A,3,6,5,4,2,10,3,2,2,8,3,10,2,6,2,7
1849,P,4,10,6,7,4,4,10,7,4,10,7,3,1,10,4,7
1558,A,7,11,5,6,3,10,1,3,0,10,4,12,3,4,4,8
276,A,1,3,2,2,1,9,3,2,1,8,2,10,1,6,1,7
421,B,6,11,8,8,11,8,6,5,4,7,7,7,9,11,11,11
1319,A,2,3,4,1,1,10,2,3,1,9,2,9,1,6,2,8
142,R,1,0,2,1,1,6,10,7,2,7,5,8,2,7,4,10
851,R,1,0,2,1,1,6,9,7,3,7,5,7,3,7,5,11
358,A,2,8,4,4,1,8,4,3,2,7,2,8,3,6,2,8
926,A,4,9,6,7,4,12,2,4,4,10,2,9,2,7,3,8
651,P,2,6,4,9,8,8,9,4,0,8,7,7,5,9,4,7
903,B,8,12,6,6,4,8,6,5,5,11,4,10,6,6,7,11
819,B,2,3,4,2,2,8,7,3,5,10,6,6,2,8,4,9
265,A,6,10,6,5,4,11,3,6,2,12,1,10,4,3,3,10
1722,B,4,9,4,8,6,7,9,8,5,7,5,7,2,7,7,10
77,B,4,11,4,8,6,6,6,9,6,7,8,7,2,9,7,9
148,A,5,10,7,9,5,11,3,1,2,8,2,9,6,4,3,8
59,P,2,1,3,2,3,5,10,4,4,9,7,4,1,9,3,7
85,A,1,1,2,1,0,7,5,3,0,7,1,8,2,7,1,8
952,B,2,5,4,4,3,8,8,2,5,10,6,6,3,6,5,9
875,P,4,9,4,6,2,5,11,11,4,10,6,4,1,10,4,9
1729,R,7,10,9,8,7,8,8,6,6,9,5,7,4,7,6,12
1577,A,5,5,6,8,2,8,3,3,2,7,1,8,3,7,2,8
1346,P,5,9,5,6,2,4,15,8,1,13,5,2,0,8,4,8
1032,A,3,3,5,3,1,7,5,3,0,7,1,8,2,7,2,8
290,B,1,1,2,1,1,7,7,7,5,6,6,7,1,8,7,8
84,R,3,6,4,4,3,6,7,4,5,7,6,7,4,7,4,9
1823,P,5,6,6,8,3,4,12,9,2,10,6,4,1,10,4,7
1547,A,5,8,7,7,6,9,7,4,4,7,7,7,5,10,4,6
271,B,3,8,5,6,4,8,7,7,6,7,6,6,1,8,7,10
1061,R,0,0,1,0,0,6,8,6,3,7,5,7,2,6,4,11
906,A,3,6,5,4,2,8,2,2,2,7,1,8,2,6,3,7
1178,B,3,1,3,2,3,7,6,5,6,7,6,6,4,8,6,10
1456,B,2,1,3,3,2,7,7,5,5,7,5,6,2,8,5,9
2036,B,3,6,5,5,5,6,9,6,6,8,7,7,5,9,7,8
884,A,2,3,3,4,2,8,3,1,2,7,2,8,2,6,2,7
568,A,2,7,4,5,2,7,4,2,0,6,2,8,2,7,1,7
738,B,3,1,3,2,3,7,8,5,5,7,6,6,2,8,6,10
792,R,3,8,6,6,4,10,7,4,7,9,1,7,3,6,4,11
156,P,4,8,4,5,2,4,15,8,1,12,7,2,0,9,4,8
530,P,4,6,6,8,8,10,8,3,2,6,8,7,6,10,6,4
2156,A,1,1,2,1,0,9,5,2,0,7,1,8,2,7,1,8
2071,A,7,12,7,7,4,13,1,4,1,11,4,12,5,3,4,11
1883,B,4,8,6,7,7,8,8,6,6,7,6,6,2,8,6,10
453,A,4,7,5,5,6,8,5,7,5,8,6,8,5,10,7,4
749,P,5,5,5,8,3,3,14,8,1,11,7,2,0,10,4,8
447,P,5,4,6,6,7,7,8,3,2,7,8,7,5,10,5,4
1139,A,5,11,7,8,5,7,4,3,0,7,1,8,3,8,3,7
448,B,3,5,4,3,4,8,7,5,6,6,6,5,3,8,7,10
1590,P,3,5,5,4,2,7,10,4,3,11,3,3,1,10,3,8
1208,P,2,3,4,2,1,7,9,4,3,11,3,4,0,9,2,8
20,B,5,10,5,8,4,6,8,10,6,7,6,7,3,8,9,10
1035,B,5,9,7,6,7,8,7,4,5,7,6,7,4,8,6,8
1956,A,2,9,5,6,5,8,2,1,2,7,2,7,2,7,3,6
1716,A,8,15,9,8,6,11,2,5,2,12,4,11,7,2,5,11
420,B,1,3,2,2,1,8,6,3,5,10,5,7,2,8,3,9
437,B,6,10,5,6,4,8,6,4,5,10,5,8,6,7,7,10
389,B,3,5,4,7,3,6,7,9,6,7,6,7,2,8,9,10
1451,P,5,10,7,7,7,6,9,6,5,8,7,9,5,9,8,10
47,B,3,6,5,4,4,10,5,3,5,10,4,7,2,8,4,10
531,A,3,3,5,5,2,9,4,3,1,8,2,8,2,7,2,8
1007,P,3,6,6,4,3,9,8,3,5,12,4,4,1,10,3,9
855,A,5,8,6,6,3,9,3,2,3,8,1,8,2,6,3,7
104,R,3,4,4,2,3,7,7,5,5,7,5,7,2,7,4,8
1808,A,2,2,4,3,1,7,2,2,2,6,1,8,2,6,2,7
914,R,7,13,7,7,6,8,7,3,5,9,4,8,6,5,7,6
977,P,5,6,6,8,7,6,9,3,2,8,8,5,5,10,5,5
841,B,3,7,4,4,4,6,6,6,3,6,4,7,2,8,6,5
484,R,8,10,8,6,6,7,7,3,5,8,4,8,6,6,7,7
1679,R,8,15,8,8,7,5,8,2,5,7,3,9,6,6,6,5
1555,A,6,10,5,5,3,12,5,5,1,8,3,9,5,6,4,10
681,A,3,6,6,5,4,9,7,4,5,6,9,5,4,10,4,5
927,A,2,4,2,1,1,6,2,2,1,5,2,8,1,6,0,7
722,A,3,9,5,6,2,10,2,2,2,8,2,10,3,4,4,7
387,A,5,11,7,8,7,8,7,7,4,7,6,9,4,8,8,3
899,P,7,10,10,8,6,7,14,5,2,13,4,0,0,10,4,7
521,P,4,9,4,6,2,5,10,9,4,9,6,6,2,10,4,8
1604,R,4,9,5,7,5,9,6,3,5,9,3,7,3,6,3,11
796,R,1,0,2,0,1,6,9,7,2,7,5,8,2,7,4,9
1179,P,2,1,2,2,2,5,11,4,3,10,8,3,1,8,3,7
1243,P,1,1,2,1,1,5,11,6,1,11,6,4,1,9,3,8
231,A,3,2,6,4,2,7,2,2,3,6,2,8,3,7,3,7
310,R,4,3,5,5,3,6,9,10,5,7,6,8,2,8,5,10
209,B,3,6,4,4,4,8,6,4,5,9,5,6,2,8,5,9
1430,P,2,5,4,3,2,7,9,4,4,12,5,3,1,10,3,8
8,R,3,6,4,4,3,9,7,3,5,10,4,8,2,7,3,11
2050,B,4,9,4,7,3,6,7,9,7,7,6,7,1,8,9,10
736,B,9,15,9,8,8,8,7,4,5,9,5,7,8,4,10,7
1426,A,3,8,5,6,3,10,4,2,2,8,2,10,2,6,3,8
197,B,4,6,6,4,4,9,8,3,5,7,6,8,6,8,6,9
661,R,3,2,4,4,3,7,8,4,5,6,5,6,3,7,3,8
2066,P,6,9,5,4,2,5,12,5,1,12,6,4,4,10,3,8
849,R,3,5,6,3,4,8,7,3,5,10,4,6,3,7,4,10
1565,R,7,13,7,7,6,5,9,3,5,7,4,9,6,7,6,6
1273,P,7,9,7,5,4,8,9,4,4,12,6,3,4,11,5,6
2139,A,2,3,4,4,1,7,5,3,1,6,1,8,2,7,2,7
2043,A,2,1,4,3,2,9,2,2,1,7,2,8,2,5,2,7
694,R,4,6,7,6,7,6,8,3,3,7,6,8,6,8,5,7
349,R,3,7,2,5,2,6,10,8,4,7,3,9,3,6,4,10
700,A,2,8,4,6,3,11,3,3,3,10,2,9,2,6,3,8
1447,A,2,7,5,6,4,6,8,3,4,7,7,9,5,9,3,7
1929,B,2,3,3,3,2,8,7,3,6,10,5,7,2,8,4,9
446,R,1,2,3,3,2,6,7,4,5,7,6,7,5,7,3,8
1805,R,6,9,7,5,5,7,7,3,4,7,5,9,5,8,6,7
692,R,5,11,7,8,6,7,9,5,7,6,5,8,4,6,7,9
751,B,4,7,5,5,5,7,7,7,6,8,6,7,2,8,6,10
1644,B,1,3,3,2,2,8,7,2,5,10,5,7,3,9,3,9
745,A,6,11,8,8,5,9,3,2,3,8,1,8,2,7,3,7
362,A,4,10,6,6,5,6,5,3,2,4,1,6,4,5,4,6
793,R,5,4,5,7,3,5,10,9,3,7,5,8,3,8,6,11
397,B,4,7,4,5,3,6,8,7,6,7,6,7,2,8,9,10
22,A,2,3,3,2,1,10,2,2,0,9,2,9,1,6,1,8
133,A,2,4,4,3,2,8,1,2,2,7,2,8,2,6,2,7
320,A,4,10,7,8,5,12,3,2,1,9,2,9,2,6,2,8
1878,R,2,3,4,2,2,8,8,4,4,8,5,7,2,7,3,10
1639,P,3,8,4,6,4,6,9,6,4,8,6,4,2,10,3,7
2063,P,3,5,6,4,3,7,10,4,4,12,5,3,1,10,3,7
361,P,2,2,3,4,2,6,10,4,5,10,8,4,1,10,3,7
353,P,5,9,7,7,6,9,8,4,5,11,4,4,2,9,4,8
619,B,2,1,3,2,2,8,7,5,6,7,6,5,2,8,6,9
572,R,3,8,4,6,4,5,12,7,3,9,4,9,1,6,5,11
1720,A,1,0,2,0,0,8,3,2,0,7,2,8,2,6,0,8
724,R,3,8,3,6,4,5,9,7,3,7,5,8,2,7,5,11
1403,B,4,7,6,6,7,8,8,5,5,7,6,8,7,7,9,6
410,R,4,4,4,5,2,5,11,7,4,7,4,8,3,7,6,11
1478,B,5,9,7,7,7,8,7,6,5,9,6,6,3,9,6,10
406,R,6,12,6,6,5,5,9,2,5,7,5,10,4,7,6,7
707,A,4,5,5,4,2,10,2,1,2,8,3,9,3,5,3,8
1744,A,1,2,3,2,1,11,2,3,2,10,1,9,1,6,2,8
233,A,5,10,5,6,3,10,3,5,2,11,6,13,5,4,5,10
785,A,7,11,5,6,3,10,0,2,2,10,4,12,3,4,3,8
314,R,2,4,2,3,2,7,7,5,5,6,5,7,1,7,4,8
352,R,2,4,3,3,2,8,7,4,5,9,4,7,2,7,3,10
1788,R,2,1,2,2,1,6,10,8,2,7,5,8,2,7,5,10
678,A,2,8,4,6,2,9,4,3,2,7,1,8,3,7,2,8
769,P,2,3,4,2,2,7,10,4,3,11,5,3,1,9,2,8
725,R,1,1,2,1,1,6,9,8,4,7,5,8,2,6,3,11
299,A,3,5,5,2,2,6,2,2,2,5,1,8,2,6,3,6
1497,P,2,1,2,1,1,5,11,8,2,9,6,4,1,9,3,8
393,A,4,8,6,6,3,10,3,2,2,9,2,9,4,5,3,8
886,R,5,9,7,7,8,5,8,3,5,6,5,9,7,6,10,7
678,P,4,8,6,12,10,8,9,5,0,8,6,7,5,11,6,6
957,R,4,9,6,7,6,9,8,4,5,9,4,7,3,7,3,11
35,R,3,5,7,4,6,7,6,3,4,8,5,8,7,9,5,7
1866,A,4,3,5,5,3,7,5,3,1,6,1,8,2,7,2,7
578,R,3,4,4,4,3,9,7,4,5,11,4,6,3,7,4,10
762,P,2,5,4,4,2,7,10,4,4,12,5,3,1,10,2,8
1707,R,8,12,7,7,6,7,7,3,5,8,3,8,7,8,7,8
869,B,3,2,3,4,3,7,7,5,5,7,6,6,5,8,5,10
389,B,9,12,8,7,7,7,8,4,5,9,6,7,8,5,9,7
850,P,2,8,3,4,1,4,12,8,2,10,6,3,1,10,3,8
464,B,5,9,7,6,10,8,6,5,3,7,7,8,6,9,8,9
1690,R,5,10,7,8,6,7,8,6,5,8,5,9,4,6,6,12
30,A,5,9,6,7,4,8,2,1,2,6,2,8,2,7,3,6
975,A,5,11,8,8,4,10,2,2,3,9,1,8,2,8,3,7
237,R,5,11,5,8,6,5,10,8,3,7,4,8,2,7,6,11
317,A,2,5,3,4,2,8,3,2,1,8,2,8,2,6,2,7
235,R,2,3,4,2,2,8,8,3,6,11,4,7,2,7,4,9
917,A,3,7,5,5,5,8,8,7,4,6,6,7,2,8,6,5
1911,A,6,10,9,8,9,8,8,8,5,6,6,8,3,8,8,4
1369,R,3,7,3,5,2,6,9,9,5,7,5,8,3,8,5,10
712,B,5,10,7,8,7,8,7,3,5,9,5,6,2,8,5,9
388,B,1,0,1,0,1,7,7,6,4,6,6,7,1,8,5,9
1257,A,5,9,7,7,5,8,3,1,2,6,2,6,3,5,4,7
776,R,3,4,4,3,2,8,7,4,5,8,5,6,2,7,4,11
1404,P,3,7,6,11,9,9,8,4,1,8,6,7,7,9,5,7
1222,R,5,10,8,8,5,11,7,3,6,12,1,6,4,5,4,11
1421,B,1,0,1,1,0,7,7,6,4,7,6,7,1,8,5,9
960,R,5,11,6,8,6,6,7,6,6,7,6,7,5,8,5,8
1874,R,3,6,4,6,3,6,11,10,4,7,3,9,3,7,5,10
559,R,6,5,5,6,3,5,12,9,4,7,3,9,3,7,6,11
424,A,2,2,4,3,1,6,2,2,2,5,2,8,2,6,2,6
304,P,5,9,5,7,5,5,10,8,3,8,6,5,1,9,6,6
936,B,1,0,2,1,0,7,7,7,4,7,6,7,1,8,6,8
299,A,5,11,5,6,4,10,4,4,2,9,5,11,5,3,5,10
180,P,8,15,7,8,4,6,8,6,4,13,5,5,4,10,4,8
