Unnamed: 0,letter,xbox,ybox,width,height,onpix,xbar,ybar,x2bar,y2bar,xybar,x2ybar,xy2bar,xedge,xedgeycor,yedge,yedgexcor
1056,R,4,3,5,5,2,5,13,8,3,6,2,9,2,6,5,11
282,B,1,0,1,0,0,7,7,6,4,7,6,7,1,8,5,9
1930,B,3,9,4,7,3,6,7,11,6,7,6,7,3,8,9,10
188,P,3,5,5,4,2,7,11,4,4,12,4,1,1,9,3,8
61,R,3,5,5,4,4,8,7,4,5,9,4,7,3,7,4,10
1113,P,5,7,7,5,3,6,14,5,2,12,3,1,0,10,3,8
394,P,4,9,4,6,2,4,11,9,3,9,6,4,1,10,4,8
762,B,2,1,1,2,1,7,7,8,5,6,6,6,2,8,7,10
861,P,2,2,3,3,2,6,9,5,4,8,7,4,1,10,3,7
189,A,3,8,5,6,3,12,3,2,2,10,2,8,2,6,2,8
1062,P,4,7,5,5,3,10,7,3,5,12,4,5,2,9,3,9
545,R,5,10,7,7,6,6,7,5,6,6,5,7,4,7,5,8
1817,B,11,13,8,7,5,9,6,5,6,11,4,9,6,7,7,11
2166,A,2,5,4,4,4,9,8,3,4,6,7,8,4,8,4,6
357,A,2,3,4,2,1,8,3,2,2,7,2,8,2,6,2,7
1188,B,5,10,5,8,4,7,8,9,7,7,5,6,2,8,8,10
403,A,3,11,5,8,4,12,3,2,2,9,2,9,2,6,2,7
1973,P,6,8,6,4,4,8,9,5,3,10,5,6,5,10,5,6
135,A,6,14,6,8,4,11,1,3,3,12,6,13,3,5,4,11
787,R,5,10,6,8,6,5,8,6,5,6,5,9,4,8,6,10
377,A,1,0,3,2,1,8,2,2,2,8,2,8,1,6,2,7
846,B,2,3,3,1,2,7,8,5,5,7,6,6,1,8,5,9
76,R,3,7,5,5,4,7,8,5,6,8,5,9,3,6,5,11
1104,R,7,9,6,4,3,8,7,5,5,9,4,9,6,5,6,11
961,A,3,7,5,6,4,7,8,2,4,7,8,9,5,8,3,6
341,B,3,4,4,6,3,6,8,9,7,8,6,7,2,8,9,9
891,P,6,9,9,7,5,8,11,9,5,10,4,3,2,10,5,7
75,P,3,8,4,6,2,3,14,8,1,11,7,3,0,10,4,9
584,A,4,9,6,6,3,12,2,4,3,11,1,9,4,7,3,9
1776,R,3,7,5,5,3,8,8,6,6,8,5,8,3,7,6,10
1150,P,3,8,5,6,3,4,12,4,6,11,9,3,0,9,4,6
1036,A,2,8,4,5,2,7,6,2,1,6,0,8,2,6,2,7
167,R,5,8,6,5,4,9,8,4,7,9,3,7,3,6,4,11
1152,R,4,3,4,4,2,5,11,8,3,7,4,8,2,7,6,11
612,P,5,5,5,8,7,8,6,4,3,7,7,7,6,10,4,6
1397,R,6,10,8,8,6,6,7,5,6,6,5,8,3,6,6,9
1981,B,5,9,8,7,7,10,6,3,6,10,4,6,2,8,5,10
684,R,9,11,7,6,4,8,7,5,5,10,4,8,5,5,6,11
1987,R,6,5,7,4,6,7,8,4,3,8,5,8,7,8,6,6
1155,A,4,9,6,7,6,8,9,8,5,6,5,8,3,6,7,5
622,R,7,11,9,8,6,9,8,4,7,9,3,7,3,6,5,11
1556,A,4,10,7,8,4,12,1,2,3,9,2,9,5,6,4,9
206,A,3,5,5,3,2,8,2,2,2,7,1,8,2,6,2,7
593,P,10,13,9,8,6,9,8,4,5,13,5,4,5,11,6,7
1173,P,6,11,6,8,3,4,13,8,1,10,6,3,1,10,4,8
817,B,6,12,6,7,6,9,7,3,5,9,5,8,6,7,8,9
1298,P,4,6,5,9,9,8,7,5,0,8,6,7,6,10,6,9
363,A,3,8,5,6,4,5,4,2,0,5,2,7,3,7,2,7
1706,B,6,10,9,7,7,8,8,5,6,9,5,6,3,7,8,10
1034,B,4,7,6,5,4,9,7,2,7,10,4,7,2,8,5,11
858,A,4,11,6,8,3,5,4,3,3,6,1,7,3,6,3,7
115,R,4,6,6,4,4,9,7,3,5,9,3,7,3,7,5,11
2152,P,3,5,4,7,2,4,13,9,2,10,6,5,1,10,4,8
266,A,3,2,5,3,2,6,2,2,2,5,2,8,2,6,2,5
931,P,4,11,5,8,4,4,11,4,6,11,10,3,0,10,4,6
367,A,5,12,8,8,5,11,2,3,2,9,2,9,5,7,4,9
294,P,6,9,8,7,7,6,6,8,4,7,6,9,4,9,8,11
1496,B,2,4,4,2,3,9,6,2,6,11,5,6,2,8,4,9
688,P,4,11,5,8,2,3,13,8,2,11,5,3,1,10,4,8
666,R,4,8,4,6,3,5,11,8,4,7,4,9,3,7,6,11
521,R,3,2,4,4,3,6,7,5,5,6,4,8,3,8,4,8
826,B,4,9,6,6,7,8,6,6,7,5,6,5,3,8,5,10
303,A,5,11,7,8,7,8,5,7,4,8,6,8,6,8,7,4
465,R,3,3,4,3,3,7,8,5,6,6,5,7,3,7,4,8
884,R,4,8,5,6,5,8,8,7,5,8,5,7,7,8,6,11
1957,P,4,8,5,6,3,7,10,2,7,14,6,4,0,10,2,9
301,P,4,7,5,5,3,6,11,4,4,13,6,3,1,10,3,10
328,R,6,11,8,8,7,9,6,3,6,10,3,7,3,6,3,11
109,P,2,5,3,7,5,8,6,5,1,7,6,7,6,9,5,9
1896,R,4,8,5,6,6,8,6,6,3,8,6,8,4,7,6,11
848,B,3,7,5,5,6,8,8,4,5,7,4,6,4,8,5,8
626,B,4,8,5,6,5,6,7,6,7,6,7,6,2,8,6,8
595,P,8,13,7,6,3,6,10,6,3,13,5,4,4,10,4,8
426,A,2,8,4,7,2,12,2,4,3,11,2,10,3,6,2,9
1698,B,4,6,4,4,3,6,6,8,7,6,6,7,2,8,9,10
238,R,2,0,2,1,1,6,10,7,2,8,5,8,2,7,4,10
274,B,2,3,3,2,2,8,8,5,6,7,5,5,2,8,7,8
1882,R,6,11,6,8,4,5,13,8,4,7,3,9,3,7,6,11
1538,P,3,5,4,3,2,6,9,5,5,9,7,3,1,10,4,6
1574,B,4,9,5,7,5,7,8,9,6,7,6,6,2,8,8,10
434,A,2,2,4,3,2,8,1,2,2,8,2,8,3,6,3,6
505,B,3,7,4,5,5,7,7,4,6,6,6,5,2,8,6,11
440,A,5,10,8,8,5,11,3,1,2,8,2,9,4,6,3,7
1060,B,2,3,4,3,3,8,7,3,5,10,5,6,2,8,4,10
794,B,5,8,7,6,6,7,9,5,6,10,6,5,3,7,7,8
619,R,6,11,10,8,9,6,8,5,5,6,5,8,3,7,5,9
579,A,5,11,9,8,7,8,4,1,4,6,3,6,5,8,6,6
111,B,3,7,3,4,3,6,8,9,6,6,5,7,2,8,8,9
1927,A,5,10,7,7,4,9,6,3,0,8,1,8,2,6,1,8
1382,P,5,8,7,11,11,8,9,4,1,8,7,6,8,10,6,8
1824,B,4,7,4,5,3,6,8,9,8,7,5,6,2,8,9,9
597,A,7,9,8,8,8,5,8,3,5,7,8,10,8,8,4,8
1810,A,3,7,4,5,3,9,4,3,1,8,1,8,2,6,1,9
421,B,3,8,3,6,4,7,6,7,5,8,6,7,2,8,7,9
1909,R,3,6,4,4,4,8,6,6,3,8,5,7,4,6,6,7
2029,P,3,7,5,5,4,5,11,8,3,10,7,3,2,11,3,7
744,B,5,7,7,5,6,8,6,6,6,9,7,7,3,8,7,9
491,R,1,0,2,1,1,6,9,8,3,7,5,8,2,7,3,12
1880,R,1,0,1,0,0,6,8,6,3,7,5,7,2,7,3,10
109,P,3,8,4,6,2,4,12,9,2,10,6,4,1,10,4,8
1345,P,5,11,5,8,3,5,10,10,4,9,6,5,2,10,4,8
160,A,2,2,3,2,0,10,2,2,1,8,2,9,2,5,1,9
1394,B,3,4,3,4,3,7,7,5,5,7,6,6,2,8,6,9
1730,R,3,2,4,3,3,7,7,5,5,6,5,6,3,7,4,8
1597,R,5,6,7,5,7,6,6,5,2,6,5,9,7,9,6,10
1118,A,2,1,3,1,1,7,4,2,0,7,2,8,3,6,1,8
2160,P,4,10,6,8,6,7,7,8,4,8,6,7,3,9,8,9
514,A,3,9,5,7,3,13,3,2,3,10,1,9,3,7,2,8
190,A,5,10,6,4,2,11,3,5,1,11,4,11,5,3,4,10
586,P,3,7,5,5,4,5,10,4,4,10,8,4,1,10,3,7
761,B,6,9,6,6,5,9,8,7,8,7,5,5,2,8,8,9
1049,P,1,1,2,2,1,5,10,5,4,10,8,4,0,9,3,8
1307,B,3,5,5,3,4,9,7,3,5,10,5,7,2,8,6,10
1551,P,3,3,5,5,2,5,11,9,2,10,6,4,1,10,4,7
1433,P,3,9,4,6,2,5,9,10,5,8,6,5,2,9,4,8
1939,A,2,8,4,6,2,12,4,3,2,10,1,9,2,6,2,8
587,R,3,8,5,6,6,8,8,3,4,6,6,8,6,10,7,6
1324,A,4,7,5,5,3,9,2,2,2,7,2,8,2,7,3,6
1015,P,3,6,4,5,3,6,10,6,5,10,7,4,1,10,5,7
885,P,3,6,4,4,3,3,14,5,1,11,6,4,0,9,3,8
1914,A,1,3,2,2,1,10,2,2,1,9,2,10,1,6,2,8
784,P,6,12,6,6,4,6,10,4,4,12,6,4,2,11,5,6
369,A,1,3,2,2,1,12,2,3,1,11,2,9,2,7,2,8
2008,P,2,7,3,4,1,3,14,8,2,12,7,3,0,9,3,8
1209,R,6,10,8,8,6,7,9,5,7,5,4,9,4,4,7,8
768,P,4,6,6,10,9,8,12,5,0,10,7,5,5,10,6,8
313,A,4,10,6,7,2,5,3,4,2,5,1,7,3,8,3,7
775,R,2,5,4,3,2,8,7,3,5,10,4,6,2,7,3,10
67,P,5,9,6,6,5,7,9,5,6,9,8,4,5,9,5,7
75,A,3,8,4,6,3,6,4,2,0,6,2,8,2,6,1,7
1861,B,4,10,6,7,7,8,6,4,4,6,5,7,4,9,5,8
736,A,3,7,5,5,3,12,2,3,2,10,2,9,2,6,3,8
1719,R,4,9,6,6,5,9,7,6,3,8,5,6,4,7,6,9
1283,R,3,9,4,7,3,6,8,9,5,7,6,7,3,8,6,11
545,B,3,3,4,4,4,7,7,5,5,6,6,6,2,8,6,9
253,P,2,3,4,2,1,8,11,4,3,10,4,2,0,9,3,8
527,B,4,9,5,6,6,7,6,6,6,6,6,6,2,8,5,10
525,A,5,9,9,9,7,11,5,1,5,9,1,5,3,7,5,9
1798,P,4,8,6,6,4,6,11,4,6,10,8,3,1,10,5,7
1492,R,5,10,8,7,7,7,9,5,7,7,5,6,5,5,5,10
306,P,3,5,5,7,7,8,10,5,0,9,7,6,7,10,4,7
1240,B,3,6,5,4,5,9,7,4,3,6,7,7,5,9,6,7
1897,B,9,15,7,10,5,7,7,5,5,10,6,8,5,6,9,10
818,P,5,10,9,8,5,7,10,5,6,12,5,3,1,10,4,8
760,R,6,10,8,7,7,8,8,6,6,6,5,7,3,6,6,9
1314,A,3,7,5,5,3,11,2,3,2,10,2,9,2,6,3,8
244,R,9,15,9,8,7,7,8,3,5,8,3,9,7,6,7,6
747,R,4,10,6,8,6,7,7,6,6,7,6,7,3,7,5,9
287,B,4,7,6,5,6,8,6,4,6,9,5,6,2,8,6,9
1641,P,9,13,7,8,3,6,10,6,4,13,6,3,4,10,4,8
1115,R,2,2,3,2,1,6,7,5,5,7,5,6,2,7,4,8
556,P,9,10,7,5,3,6,11,6,2,11,5,5,4,10,4,8
258,P,1,0,1,0,0,5,11,6,1,9,6,5,0,9,2,8
854,B,5,9,8,7,6,11,5,2,7,11,3,7,4,6,6,12
176,A,3,2,5,5,2,6,4,4,1,6,1,8,3,7,2,7
992,B,5,11,7,8,9,9,5,4,5,7,7,7,7,9,8,8
207,B,3,6,4,5,4,7,7,5,5,9,6,6,2,8,3,7
2107,B,4,5,5,4,4,7,7,5,6,7,6,6,2,8,6,10
12,R,3,5,6,3,4,8,8,3,5,9,4,7,3,6,3,11
718,A,6,7,9,6,6,7,7,3,6,7,9,10,5,10,3,6
510,A,2,7,4,6,2,8,3,2,2,7,1,8,2,6,2,7
1951,P,5,8,6,6,5,9,7,2,5,13,4,6,1,9,3,9
1474,P,2,3,3,2,1,7,10,4,4,12,5,3,1,10,2,8
149,R,5,2,4,3,3,7,7,5,5,6,5,6,3,7,4,8
1778,A,4,7,5,5,3,8,2,2,2,6,2,8,2,6,3,6
668,P,11,15,8,7,5,8,9,7,5,14,4,4,4,10,4,8
539,P,8,11,10,8,7,9,7,3,6,12,4,5,5,9,5,9
1488,R,4,5,3,8,3,5,11,8,4,7,4,9,3,7,7,11
701,R,3,7,5,5,5,7,7,4,6,8,6,6,3,7,5,10
596,B,4,8,5,6,6,6,7,8,5,7,6,6,2,8,7,9
400,P,2,3,2,2,1,5,9,3,4,9,8,5,1,9,2,7
901,P,6,11,7,8,8,7,5,7,5,7,5,9,6,9,8,9
2013,A,3,7,4,4,2,11,2,3,2,10,1,8,2,6,2,8
799,B,0,0,1,0,0,6,7,6,4,7,6,8,1,8,5,10
2057,A,4,9,6,7,4,12,3,3,2,10,1,9,2,7,3,8
1329,A,4,11,5,9,3,13,5,5,3,12,1,8,2,6,4,9
540,B,1,3,2,2,2,7,7,5,5,7,6,6,2,8,4,10
289,A,6,11,11,8,8,7,5,2,5,5,1,6,6,8,6,6
255,R,1,0,1,0,1,6,10,6,3,7,5,8,2,6,3,9
1655,P,4,9,4,4,3,8,8,3,4,12,5,4,3,11,5,7
1441,P,5,9,5,4,3,10,8,4,4,12,4,5,4,10,5,9
1218,B,4,11,4,8,4,6,7,10,7,7,7,7,2,8,10,10
1913,P,5,10,8,8,6,8,10,4,4,13,5,3,1,10,3,8
1850,B,3,3,3,5,3,6,7,9,6,7,6,7,2,8,8,10
2077,R,3,6,5,4,5,7,7,4,4,7,6,8,6,9,6,6
613,R,4,3,4,5,3,5,11,8,4,7,3,9,4,7,6,11
1662,P,4,4,4,6,6,6,8,5,2,7,7,6,6,10,5,7
832,P,7,14,7,8,5,8,9,4,4,12,5,4,4,11,6,6
382,A,2,5,4,3,3,10,2,2,2,10,2,9,2,6,2,8
261,A,5,11,8,8,5,8,2,2,3,6,1,7,3,7,4,7
2056,P,10,15,9,8,6,7,10,4,6,14,5,3,4,9,7,5
411,R,2,4,4,3,3,8,7,4,5,8,5,7,3,7,4,11
1864,P,4,10,5,7,3,5,10,10,4,9,6,5,2,10,4,8
562,A,3,7,4,5,4,8,5,1,3,7,2,6,2,6,4,5
494,P,6,11,5,6,4,5,11,5,4,13,6,4,3,9,4,8
1979,B,4,11,5,8,4,6,6,9,7,6,6,6,3,8,10,11
853,B,4,8,6,5,5,8,6,5,6,9,5,5,4,8,7,9
225,R,3,8,4,6,2,5,10,9,4,7,4,8,3,6,5,11
565,R,4,10,6,7,5,7,7,6,5,8,5,9,3,6,6,11
1516,P,2,8,5,5,4,7,8,5,7,7,7,4,2,11,4,7
230,P,5,11,6,7,3,4,12,9,2,10,6,4,1,10,4,8
645,P,3,6,4,4,2,4,12,8,2,10,6,4,0,10,4,8
1818,P,3,6,4,4,2,5,12,7,3,12,6,3,1,10,4,7
384,B,4,10,5,8,6,8,6,7,6,6,6,6,2,8,7,9
215,A,3,10,5,8,4,12,3,2,3,9,2,8,2,6,2,8
468,A,2,6,3,4,3,7,2,1,2,6,2,7,2,6,3,6
73,B,3,7,4,4,4,9,7,3,5,7,6,7,3,9,4,8
1611,B,4,10,5,8,4,6,9,9,8,7,5,7,3,8,9,10
189,R,5,9,5,4,5,7,8,4,5,9,4,9,5,7,6,7
1125,A,1,0,3,0,1,7,3,2,0,7,2,8,1,6,1,8
152,R,5,9,6,7,5,7,9,4,6,6,4,8,4,5,6,9
94,R,4,10,5,8,3,5,10,9,3,7,5,8,3,8,6,11
651,P,2,3,3,1,1,5,9,4,4,9,8,5,1,9,3,7
172,B,3,7,4,5,4,8,7,7,6,7,6,5,2,8,7,10
499,A,5,6,7,5,5,8,8,2,5,7,8,8,5,9,3,6
1593,A,4,10,6,9,5,12,3,1,2,9,2,8,2,6,2,8
727,P,4,6,7,4,3,8,9,3,5,13,4,3,1,10,3,9
383,B,4,6,7,6,6,7,10,6,6,8,7,8,5,9,7,9
765,R,6,9,6,5,4,9,8,4,6,9,3,6,5,5,5,7
1907,A,2,4,4,3,2,9,2,2,3,8,2,9,1,6,1,7
69,R,4,7,6,5,3,9,8,4,6,9,3,7,3,6,4,11
1870,B,2,0,2,1,1,7,8,7,5,8,5,7,1,7,8,8
479,R,3,7,5,5,4,9,7,4,5,10,4,7,3,7,4,11
1622,P,2,2,2,1,1,5,10,8,3,9,6,5,1,9,3,8
691,B,4,8,5,6,5,7,8,5,4,7,5,7,3,8,6,8
2042,A,3,7,5,5,3,12,3,3,2,10,1,9,2,6,2,8
452,R,2,8,5,6,4,8,8,4,5,9,4,8,3,7,4,11
483,P,4,5,6,7,7,6,8,5,3,8,7,6,7,12,6,9
234,R,8,12,8,7,6,9,6,3,5,9,4,8,6,8,6,8
39,A,5,12,6,6,3,13,1,4,0,12,4,11,2,3,2,11
2136,R,7,13,6,6,5,8,6,3,5,8,4,9,7,9,5,7
301,P,1,0,2,1,0,5,11,7,1,9,6,4,1,9,3,8
2118,R,3,7,4,5,1,5,10,8,4,7,4,8,3,7,6,11
856,B,3,3,4,6,2,5,9,9,8,7,5,7,2,8,9,9
1395,A,2,4,4,3,1,12,3,3,2,11,1,9,2,6,2,9
2087,R,3,7,5,5,4,10,7,3,5,10,2,7,3,7,3,10
1228,P,7,11,9,9,8,7,11,6,4,11,5,3,2,11,4,8
2051,P,3,3,5,2,2,8,11,4,3,12,4,2,1,9,2,9
1672,B,5,9,6,7,5,7,9,9,7,7,5,7,2,8,9,10
2090,P,3,1,4,2,2,5,10,3,4,10,8,4,1,8,4,7
782,B,5,8,7,6,10,8,8,4,3,6,7,7,7,11,9,9
659,A,2,8,4,5,3,9,5,3,1,8,1,8,2,7,3,8
1841,B,3,5,4,4,4,8,7,5,6,7,6,6,5,8,5,9
557,P,2,4,4,2,2,8,9,3,3,12,4,4,1,10,2,9
737,B,6,9,9,7,6,10,6,3,7,11,3,7,6,8,7,11
1463,B,3,1,4,3,3,8,8,5,6,7,5,5,2,8,6,8
522,B,2,2,2,3,2,7,7,6,5,7,6,6,2,8,5,10
268,B,5,9,7,6,9,8,6,5,4,7,6,9,7,9,7,9
872,R,2,3,3,2,2,7,7,5,4,9,5,7,2,6,4,10
431,R,12,14,9,8,5,9,7,6,5,10,2,8,7,5,6,10
372,R,5,5,6,7,3,6,11,9,4,7,3,8,3,7,7,11
1349,A,3,7,5,5,3,11,2,3,2,10,2,9,2,5,4,9
44,B,9,12,8,7,7,10,7,3,6,10,3,6,7,4,8,8
108,A,2,6,5,3,3,6,5,1,3,6,2,7,2,6,3,4
625,P,4,9,5,6,4,5,11,8,2,9,5,3,1,10,3,7
1093,R,2,2,3,2,1,6,6,4,5,7,6,6,2,7,4,9
537,P,5,11,8,8,6,7,9,3,5,13,5,4,4,10,4,8
600,A,3,2,5,4,2,8,2,2,3,7,2,8,2,6,2,6
1873,B,5,10,6,7,6,8,7,5,7,7,7,6,2,8,7,10
876,P,6,10,5,4,2,6,10,6,6,14,6,5,3,9,4,8
525,A,3,7,5,3,2,7,4,3,1,7,1,8,2,7,2,8
966,A,3,2,5,3,2,7,2,2,2,8,1,8,2,6,2,7
706,B,10,15,10,8,8,9,7,4,5,9,5,7,7,5,9,8
2119,B,4,7,4,5,3,6,7,9,7,7,6,8,2,8,9,10
129,R,4,10,5,8,5,5,10,8,2,7,4,9,2,7,5,11
324,B,6,10,8,8,7,9,8,2,7,10,4,7,4,7,5,10
781,P,5,8,8,6,3,7,11,3,7,14,5,2,0,9,3,8
460,A,2,3,4,3,2,7,1,2,2,7,2,8,2,6,3,7
530,B,5,11,7,8,6,9,8,4,7,10,4,6,2,8,6,10
888,B,6,8,9,8,10,7,8,5,5,7,7,8,6,9,9,6
699,P,5,7,7,5,4,6,11,7,2,11,5,3,0,10,3,8
354,P,1,3,3,1,1,8,7,3,3,11,4,5,2,9,2,9
0,P,4,9,5,6,1,4,12,9,3,10,6,4,1,10,4,8
879,R,3,5,6,4,3,9,8,4,6,9,5,6,3,7,4,9
438,P,9,13,8,7,4,8,7,5,5,11,3,6,5,9,4,8
338,R,5,9,8,7,4,10,7,3,6,11,2,6,3,7,4,10
1297,A,5,10,8,8,6,6,5,3,4,4,2,7,6,7,7,4
1955,R,3,3,4,5,2,5,12,8,4,7,3,10,3,7,6,12
33,P,3,3,4,4,2,5,11,8,3,9,6,5,1,10,4,8
1455,R,5,8,6,6,7,8,6,7,2,7,5,7,4,6,7,8
571,P,4,6,6,9,9,6,8,5,0,8,6,7,6,10,6,11
1197,B,3,6,5,4,4,9,6,4,6,10,5,7,2,8,5,10
797,A,3,7,5,5,3,8,2,2,2,7,1,8,2,7,3,8
1827,A,2,3,4,3,2,7,2,3,1,5,2,8,2,7,3,5
365,B,8,15,6,8,5,8,6,5,6,10,4,8,6,7,7,10
31,A,3,9,5,6,2,7,7,3,1,6,0,8,2,7,1,7
1126,B,4,2,4,4,4,7,7,5,5,6,6,6,2,8,6,11
1933,R,3,4,5,2,3,9,8,3,5,9,4,6,2,6,4,10
346,P,3,8,3,6,3,5,9,9,4,9,6,5,2,10,3,9
1898,A,4,9,3,4,2,13,3,4,1,10,3,10,3,5,4,10
117,A,5,10,5,5,3,11,4,4,2,11,3,10,6,4,5,10
259,A,6,8,8,7,7,8,7,4,5,7,8,6,5,11,4,5
1472,A,5,11,8,7,4,8,2,2,3,6,2,8,5,7,6,8
868,R,3,8,4,4,2,5,10,9,5,7,4,8,3,6,6,11
2091,B,5,10,7,7,8,8,7,6,6,6,5,6,2,8,6,10
1809,R,6,11,6,7,7,6,10,8,3,7,4,8,2,7,5,11
1114,R,3,6,3,4,2,5,11,7,3,6,3,8,2,7,6,11
1362,R,3,6,3,4,3,6,10,8,4,7,5,8,2,7,4,11
42,P,3,8,5,6,4,7,9,8,4,8,6,3,3,10,4,6
1274,R,5,8,7,6,7,7,10,3,5,5,6,9,6,7,7,7
633,P,1,1,1,2,1,5,10,5,3,9,6,4,1,11,2,7
811,A,5,10,9,7,6,7,5,2,4,5,1,6,5,7,5,5
1207,A,3,7,5,5,3,11,2,2,2,9,2,9,3,6,4,9
793,B,3,8,6,5,4,7,8,6,6,10,6,6,3,8,6,8
1485,R,7,11,9,8,7,9,8,6,6,9,5,7,4,8,7,12
1713,R,4,7,7,6,7,7,7,3,3,7,5,8,6,8,6,6
64,R,2,1,2,2,2,6,7,4,5,6,5,7,5,7,3,8
400,B,5,8,7,6,6,8,6,6,7,9,7,7,3,8,7,8
269,P,2,3,3,3,2,5,10,2,4,10,8,4,0,8,3,7
1341,R,4,7,5,5,3,11,7,3,6,11,2,6,3,7,3,10
1727,A,2,1,4,2,1,8,2,2,1,7,2,8,2,6,2,7
31,B,3,9,3,6,3,6,7,8,5,7,6,7,3,8,7,8
534,B,5,9,8,8,8,7,8,5,4,7,6,8,7,9,8,6
917,B,4,8,4,6,5,6,8,8,6,7,5,7,2,8,6,9
701,A,4,9,6,6,2,6,6,3,1,7,0,8,3,7,2,8
1595,P,4,6,5,4,4,9,4,6,5,7,6,7,3,9,7,9
498,P,7,11,6,5,4,6,12,5,2,12,6,3,3,11,5,6
789,B,3,5,4,4,3,7,7,5,5,6,6,6,2,8,6,10
379,A,4,8,6,8,6,7,8,2,5,7,7,8,8,6,4,7
1811,B,4,6,5,4,4,8,6,3,5,6,4,7,4,9,5,8
1648,B,7,12,6,6,6,8,8,5,5,8,7,7,6,7,8,6
1563,A,3,7,5,5,3,8,2,2,2,7,1,7,2,6,3,7
1040,P,9,11,7,6,4,6,9,6,3,11,5,5,5,9,5,8
919,P,4,10,6,7,6,8,6,6,4,7,6,8,3,8,7,10
120,R,3,5,5,4,3,7,8,4,5,9,5,6,3,7,4,9
191,R,5,9,4,6,4,6,10,8,3,7,4,8,2,7,5,11
746,P,5,8,6,6,6,4,11,4,5,11,9,4,0,10,4,7
1612,P,3,10,4,8,4,4,12,7,2,10,7,4,1,10,3,8
1373,A,3,5,5,7,2,7,7,3,1,6,0,8,3,7,1,8
573,R,4,6,5,4,4,6,7,4,6,7,6,6,6,7,5,8
639,B,3,1,2,2,2,7,7,4,5,6,6,6,2,8,4,10
786,A,3,5,5,3,2,10,1,2,2,10,2,9,2,6,2,7
1293,P,4,7,5,5,4,8,9,4,4,11,5,5,3,10,3,7
881,R,3,6,4,4,4,6,10,8,4,7,4,8,2,6,5,11
397,B,6,10,9,8,7,9,5,4,7,9,5,7,3,8,7,10
674,A,4,9,6,6,2,6,3,3,3,6,2,7,3,6,3,7
1754,A,4,9,8,7,5,11,3,1,2,8,3,9,6,5,3,8
765,B,5,11,6,8,7,8,9,6,5,7,5,6,3,8,6,8
448,A,6,13,5,7,3,8,1,2,2,9,4,12,2,5,4,6
193,B,2,2,3,3,3,7,7,5,5,6,6,6,2,8,5,9
98,A,3,9,5,6,3,10,3,2,2,8,2,10,3,5,3,6
637,B,1,3,3,1,2,7,7,2,5,10,5,7,1,8,4,9
1937,P,5,7,6,10,11,8,6,6,1,8,6,7,9,8,6,8
403,B,5,10,7,8,7,8,6,7,7,6,7,6,2,8,8,11
1860,A,4,9,6,7,4,12,2,3,3,10,2,9,2,6,4,8
99,R,5,6,6,8,4,5,12,8,3,7,3,9,3,7,7,11
673,A,2,3,4,5,2,7,4,3,1,7,1,8,2,7,2,8
1418,R,3,7,5,5,5,8,7,7,5,8,6,7,3,8,5,9
808,P,5,11,5,8,3,4,10,10,4,9,6,4,2,10,4,8
773,B,5,8,7,6,5,10,5,2,7,10,4,7,3,7,6,11
536,A,3,8,5,6,3,12,3,2,1,9,2,9,2,7,3,9
1731,B,4,9,4,6,3,6,7,9,7,7,6,6,2,8,9,10
1350,R,2,3,3,1,2,9,6,4,5,8,4,7,2,7,4,10
1170,P,4,5,7,8,8,7,6,4,3,7,7,7,7,11,5,6
688,P,3,8,3,7,3,6,11,8,2,9,5,4,1,9,3,7
580,P,5,8,7,6,6,7,6,6,4,8,6,9,5,8,7,10
585,A,3,10,6,7,2,7,3,3,3,7,1,8,3,6,3,7
240,R,2,1,1,1,1,6,9,7,3,7,5,7,2,7,4,10
657,B,3,7,5,5,5,8,6,5,6,6,6,6,2,8,5,10
336,P,7,10,8,8,6,8,9,3,5,13,5,3,1,11,3,9
2,P,2,1,2,1,1,6,11,8,2,9,6,4,1,9,3,8
1842,R,6,11,8,8,7,9,8,4,5,9,4,7,2,7,4,11
643,B,5,10,5,5,4,6,8,3,4,9,6,7,6,7,8,6
